book_isbn,book_title,book_image,book_author,book_translator,book_category,book_publisher,book_summary,create_time,update_time
9787521711400,谁动了我的奶酪2,https://img3.doubanio.com/view/subject/l/public/s33692980.jpg,[美]斯宾塞·约翰逊,殷蕾,励志,中信出版集团,生活是个充满变化的迷宫，我们每个人都在当中寻找自己的“奶酪”。当变化来临，如果我们没能先变化一步，发现谁动了我们的奶酪，迷宫就成了困境。 我们必须走出困境，才能找到美味的奶酪，甚至找到超越我们认知的奶酪之外的美味。 那么，我们该如何走出困境呢？ 走出困境的方法，是要承认变化的永存性，超越调整自我、适应变化的做法，是持续调整自己的思维，转变思维以超越变化，甚至跳出迷宫的框架。本书是《谁动了我的奶酪》的续集，本书超越了单纯指出应对变化的行为模式，而是指出走出困境的方法不在“迷宫”中的任何地方，而在每个人的头脑中，强调了思维力的重要性和观念的力量。这是一本能在变化和不确定中带给我们力量的书，也是一本能让我们带着勇气和智慧去理解生命、热爱生活的书。,2021-12-24 22:21:53,2021-12-24 22:21:53
9787229031626,爱在天国百里路,https://img2.doubanio.com/view/subject/l/public/s6502162.jpg,[日]浅田次郎,赖庭筠,励志,重庆出版社,《爱在天国百里路》主要内容：一夜由暴发户破产成穷光蛋的城所安男，妻离子散，被人当做避之不及的瘟神。在人生最困顿的时候，妈妈重病住院。哥哥姐姐不闻不问，落魄的败犬成了最孝顺的儿子。他风光之时，常常忽略妈妈。他一无所有，却无论如何不能丢下妈妈。一百英里外有位神奇的心脏外科医生，安男却雇不起车，他要开着借来的旧车一个人送妈妈去手术。为了妈妈的一线生机，困窘的儿子艰难地奔驰在漫漫求生路上；病弱的妈妈。为了鼓励失去信心的儿子，努力支撑着……儿时的老歌，美好的记忆，温暖的亲情和心酸的泪水，伴着他们一起奔向希望的天国……比心脏手术更难的，是医治和拯救人的心灵。重新面对生活的勇气像热血一样宝贵，对明天的希望像强有力的心跳一样，支持人们心怀感恩好好活下去。就算世上没有上帝也没有佛祖，但却一定会有一个像天使一样的人出现在你面前……,2021-12-24 22:22:00,2021-12-24 22:22:00
9787510418839,穆里尼奥传,https://img3.doubanio.com/view/subject/l/public/s6781340.jpg,[葡]路易斯·洛伦索,陈震,励志,新世界出版社,穆里尼奥官方传记《葡萄牙制造》中文引进版千呼万唤始出来，终于正式引进。十五万字全本首次放出。此前网上版本均为节选版。本书由穆里尼奥授权他的好友，葡萄牙著名体育记者路易斯•洛伦索撰写。洛伦索是穆里尼奥的发小，俩人一直保持着亲密的朋友关系。作为穆里尼奥从一个小翻译成长为世界最佳足球教练的重要见证者，他有着许多第一手的资料，故而能在本书中将穆里尼奥从助理教练到豪门球会主帅的执教轨迹、这一路上的人生磨砺、经历过的挫折打击、直到最后在欧陆所向披靡一一还原，并得以在其中穿插大量篇幅穆里尼奥在训练、比赛、以及私人场合的“口述实录”。此外，穆里尼奥也亲笔撰写了书中几个重要章节，所以与其说这本书是传记，其实和穆里尼奥自传已经无异。关于穆里尼奥，很多人都有同样的问题——“他是如何从一个翻译变成这个世界上最优秀的足球教练。”这本书记录了他从默默无闻到登上“欧洲之巅”的...,2021-12-24 22:22:14,2021-12-24 22:22:14
9787800875830,人性的弱点全集,https://img9.doubanio.com/view/subject/l/public/s1083685.jpg,[美国]戴尔·卡耐基,袁玲,励志,中国发展出版社,《人性的弱点全集》汇集了卡耐基的思想精华和最激动人心的内容，是作者最成功的励志经典，出版后立即获得了广大读者的欢迎，成为西方世界最持久的人文畅销书。主要内容包括：与人相处的基本技巧、平安快乐的要诀、如何使人喜欢你、如何赢得他人的赞同、如何更好地说服他人、让你的家庭生活幸福快乐等十篇。,2021-12-24 22:22:31,2021-12-24 22:22:31
9787530671092,一个被称作“它”的孩子,https://img9.doubanio.com/view/subject/l/public/s29186554.jpg,[美]大卫·佩尔泽,孚韦,励志,百花文艺出版社,我本应顺理成章地成为恶棍，但我依然选择了做一个不错的人。一本让千百万人找回生活信心的书，一本让千百万人重获爱与被爱能力的书，一部以人类不屈不挠精神震撼人心的心灵自述。这是真实的故事，却比虚构更传奇。这里有最难以理解的恶，也有最感动人心的爱。雄踞美国亚马逊畅销书榜20年，畅销美国、英国、德国、法国、日本、西班牙，被译成近40种文字，感动全球千万读者。美国四任总统里根、布什、克林顿、小布什热情推荐。_____________________________________________你所经历的全部，好的、坏的、丑的和黑暗的，共同造就了你，没有人会一帆风顺，如何处理那些坎坷决定了你的方向和未来。——大卫·佩尔泽从某个时间开始，我不再叫大卫，我被人称作“它”。一年、两年、三年，整个童年，和我为伴的是挨饿、被火烫、喝氨水、吸毒气……这样对待我...,2021-12-24 22:22:38,2021-12-24 22:22:38
9780767917872,How to Win at College,https://img2.doubanio.com/view/subject/l/public/s6926462.jpg,CalNewport,,励志,ThreeRiversPress,"The only guide to getting ahead once you’ve gotten in—proven strategies for making the most of your college years, based on winning secrets from the country's most successful students  What does it take to be a standout student? How can you make the most of your college years—graduate with honors, choose exciting activities, build a head-turning resume, and gain access to the...",2021-12-24 22:22:44,2021-12-24 22:22:44
9787507417418,富兰克林自传,https://img9.doubanio.com/view/subject/l/public/s5751705.jpg,[美国]本杰明·富兰克林,,励志,中国城市出版社,富兰克林晚年根据自己的经历写成的《富兰克林自传》，两个多世纪以来一直是世界出版史上的优秀畅销书，世界各国青年深受其影响，许多人因为这本书而彻底改变了自己的人生，走上了成功的道路。　　富兰克林十三项美德修养：　　1 节制。食不过饱，饮酒不醉。　　2 沉默。说话必须对别人或你自己有益；要避免无益的聊天。　　3 生活秩序。将每一样东西放在它们应该放的地方；每件日常事务应当有一定的时间。　　4 决心。做应该做的事情；决心要做的事应坚持不懈。　　5 俭朴。花钱必须于人于己有益；换言之，切忌浪费。　　6 勤勉。不浪费时间，只做那些有用的事情，戒掉一切不必要的行动。　　7 诚恳。不欺骗人；思想纯洁公正；说话也要如此。　　8 公正。不做害人的事情，不要忘记履行对人有益而且又是你应尽的义务。　　9 中庸适度。避免极端；要容忍别人对你应得的处罚。　...,2021-12-24 22:22:51,2021-12-24 22:22:51
9780798322003,足球小子 18片装VCD(VCD),https://img9.doubanio.com/view/subject/l/public/s2363145.jpg,,,励志,上海音像出版社,,2021-12-24 22:22:57,2021-12-24 22:22:57
9789866628054,東京玩具箱(01),https://img2.doubanio.com/view/subject/l/public/s3352442.jpg,UME,,励志,原動力亞細亞,故事發生在「大東京玩具箱」之前數年…當年外表亮麗、工作能力超強的月山，居然被長官忌妒而遠調到關係企業上班，一下子從華麗大廈，跳轉到如廢墟般的電玩工作室G3，心情沮喪的她將如何重新站起？沒想到G3這不起眼的小工作室，竟也是臥虎藏龍之地，曾經是年銷百萬的遊戲製作人「天川太陽」為何窩在這小地方作一些無聊的雜活？太陽和月山這兩個冤家，即將在東京碰撞出震撼電玩界的火花！在世界電玩之都～東京，有多少遊戲公司在這裡拼搏著而過去背負著傳奇的製作人「太陽」將帶領著各有特色的夥伴們，做出最棒的遊戲軟體，發出太陽一樣的光芒！,2021-12-24 22:23:03,2021-12-24 22:23:03
9787806113349,钢铁是怎样炼成的,https://img3.doubanio.com/view/subject/l/public/s3030930.jpg,尼·奥斯特洛夫斯基,仰熙,励志,花山文艺出版社,尼·奥斯特洛夫斯基（1904-1936），苏联作家。出生在乌克兰一个贫困的工人家庭，11岁便开始当童工。1919年加入共青团，随即参加国内战争。1923年到1924年担任乌克兰边境地区共青团的领导工作，1924年加入共产党。由于他长期参加艰苦斗争，健康受到严重损害，到1927年，健康情况急剧恶化，但他毫不屈服，以惊人的毅力同病魔作斗争。同年底，他着手创作一篇关于科托夫斯基师团的“历史抒情英雄故事”（即《暴风雨所诞生的》）。不幸的是，唯一一份手稿在寄给朋友们审读时被邮局弄丢了。这一残酷的打击并没有挫败他的坚强意志，反而使他更加顽强地同疾病作斗争。1929年，他全身瘫痪，双目失明。1930年，他用自己的战斗经历作素材，以顽强的意志开始创作长篇小说《钢铁是怎样炼成的》。小说获得了巨大成功，受到同时代人的真诚而热烈的称赞。1934年，奥斯特洛夫斯基被吸收为...,2021-12-24 22:23:16,2021-12-24 22:23:16
